PaisDestino,Anio,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
Perú,2006,2046.66,4869682.1899999995,428.3199999999999
Arabia Saudita,2018,1706.2500000000002,4947510.080000001,427.62000000000006
Siria- República Árabe,2016,1477.1100000000001,4495044.960000001,425.36000000000007
Marruecos,2014,1661.8899999999996,3389608.02,424.83
Marruecos,2017,1474.12,4340567.859999999,422.78000000000003
Chile,2012,6430.689999999998,11531835.510000004,420.42
Chile,2008,2304.9200000000005,4304775.449999999,417.46999999999986
Argentina,2009,1714.6399999999999,3756743.5900000003,415.44
Bulgaria,2009,1263.01,2973349.72,414.88
Argentina,2006,1163.7700000000002,2718500.11,413.46
Jordania,2009,1273.6100000000001,3063114.92,413.11
Estonia,2009,2310.82,5505110.01,411.59
Sudáfrica,2010,2159.37,4126263.1199999996,411.58000000000004
Bulgaria,2006,974.4000000000001,2291410.8600000003,409.65999999999997
Siria- República Árabe,2013,1375.3499999999997,2566895.06,408.03
Marruecos,2016,1344.52,4151760.8600000003,406.2900000000001
Arabia Saudita,2016,1376.6599999999996,4252819.630000001,404.14
Jordania,2010,1893.6,3624330.4600000004,404.04
Portugal,2011,2434.1499999999996,4394670.350000001,400.2600000000001
Marruecos,2009,1254.44,2795933.65,398.38999999999993
Polonia,2011,4177.09,7756612.039999999,392.78
Jordania,2012,1805.95,3220211.0700000003,388.18000000000006
Chile,2007,1665.04,3407860.6,387.72
Marruecos,2018,1165.2300000000002,3394088.1999999997,387.32
Bulgaria,2007,982.97,2019026.13,385.89
Chipre,2018,1216.25,3521061.5900000003,384.52
Estonia,2006,3921.2200000000003,9263596.29,383.55
China,2011,3527.0000000000005,6516732.310000001,372.94999999999993
Singapur,2015,1625.76,4429160.970000001,370.07
Singapur,2018,1554.5300000000002,4475845.759999999,366.0199999999999
Irlanda,2012,1658.7700000000002,2988870.8600000003,365.62
Irlanda,2013,1301.16,2458144.4799999995,365.52000000000004
Argentina,2013,1551.8199999999997,2875172.1200000006,364.82
Panamá,2018,2127.04,6212726.1099999985,362.44999999999993
Egipto,2015,1359.42,3738627.32,354.95
Siria- República Árabe,2014,986.1500000000001,1985409.3099999998,351.1
Irlanda,2007,914.04,1936328.1099999999,348.25
Irlanda,2014,1271.9199999999998,2497729.0999999996,347.55
Polonia,2013,3840.2300000000005,7180117.98,342.44
Suiza,2017,1592.23,4661643.3,340.38
Emiratos Árabes Unidos,2018,1511.8999999999999,4354342.3100000005,339.31
Hong Kong,2008,1103.31,2130397.2800000003,338.25
Egipto,2018,1122.4,3201478.37,337.5
Singapur,2014,1811.8600000000004,3751988.0599999996,337.2199999999999
Líbano,2007,945.74,1961185.06,333.92
Hong Kong,2013,1282.86,2394080.33,333.8800000000001
Líbano,2013,1189.3500000000004,2204064.09,332.92
Singapur,2017,1274.4199999999998,3763138.6100000003,332.0900000000001
Emiratos Árabes Unidos,2017,1374.36,4014970.689999999,331.93
Letonia,2009,1146.03,2589457.0599999996,329.6
Norfolk- Islas,2016,981.27,3016908.88,326.98999999999995
Jordania,2006,779.1800000000001,1860211.67,325.62
Hong Kong,2010,1681.27,3249019.45,315.07
Líbano,2008,1019.11,1980245.2999999998,311.75
Sudáfrica,2012,1271.2599999999998,2295654.58,310.62
Hong Kong,2017,1131.9299999999998,3335129.49,310.15999999999997
Ucrania,2017,1048.25,3068440.2399999993,305.3
Singapur,2012,2314.9400000000005,4166508.19,305.2800000000001
Estonia,2017,1297.3999999999996,3809639.17,304.32
Argentina,2010,1584.8200000000002,3019201.4500000007,300.69
Eslovenia,2006,798.1199999999999,1902395.72,298.76
Hong Kong,2009,1133.3200000000002,2536495.3299999996,298.68
Líbano,2012,1376.89,2483510.1999999997,293.94
Turquía,2014,1232.5499999999997,2448279.8899999997,293.82
Estonia,2018,907.68,2615495.6799999992,293.67
Sudáfrica,2013,959.0099999999999,1788793.18,292.00000000000006
Panamá,2017,2048.3399999999997,6040331.66,290.63
Marruecos,2010,1290.82,2509678.13,290.47
Eslovenia,2011,1816.43,3382080.9299999997,289.81
Arabia Saudita,2015,1087.7399999999998,2983318.21,289.65
Polonia,2010,2434.81,4562446.03,289.06
Irlanda,2011,1721.8799999999997,3136656.6899999995,288.71999999999997
Turquía,2016,967.9499999999999,2963806.9099999997,288.5
Irlanda,2010,1292.1999999999998,2471647.27,288.31
Letonia,2008,1203.87,2484039.73,287.03
Costa Rica,2010,520.52,990919.0700000001,284.16999999999996
Ucrania,2016,1107.46,3408001.37,281.77
Eslovenia,2007,799.67,1635408.5699999998,278.52
Estonia,2016,1328.88,4032472.71,278.07
Egipto,2017,1023.7,3018036.0700000003,276.28
Hong Kong,2006,697.0700000000002,1612471.2400000002,275.31000000000006
Siria- República Árabe,2012,1458.39,2651428.68,272.59999999999997
Singapur,2008,1044.3899999999999,2014399.0999999999,271.92
Panamá,2011,684.1800000000001,1258118.68,270.33000000000004
Costa Rica,2011,579.9499999999999,1073614.28,268.82
Singapur,2013,1794.15,3342784.7600000002,263.69000000000005
Letonia,2011,1718.6000000000001,3162624.1800000006,261.1
Malasia,2006,2543.66,6138041.7299999995,260.72999999999996
Malasia,2009,3724.5600000000004,8087621.949999999,260.46
Emiratos Árabes Unidos,2015,988.3299999999998,2835423.9,257.44
Portugal,2012,1205.2900000000002,2176456.54,254.61000000000004
Líbano,2010,1143.7199999999998,2188582.9299999997,253.79
Líbano,2006,626.29,1462404.5199999998,253.54
Turquía,2013,857.79,1617637.27,251.12999999999997
Marruecos,2011,1533.0900000000001,2822782.56,250.98999999999998
Turquía,2015,889.9300000000001,2407415.94,250.36
Egipto,2016,965.0099999999998,2972161.97,245.49000000000004
Líbano,2009,882.8400000000001,1873752.3900000001,244.89
Arabia Saudita,2007,715.81,1517137.33,236.8
Grecia,2010,1075.3799999999999,2052376.6700000004,236.01000000000005
Eslovenia,2012,1124.8700000000001,2008153.82,233.84
Siria- República Árabe,2018,770.66,2192344.54,233.44
Hong Kong,2016,818.9199999999997,2494179.2,232.82999999999998
República Checa,2013,757.1099999999999,1417738.7799999998,232.75000000000003
Estonia,2013,735.3000000000001,1395945.45,231.56
Irlanda,2008,727.79,1373722.01,229.13999999999996
Hong Kong,2011,1480.9899999999998,2758013.12,226.95999999999998
Panamá,2010,563.2700000000001,1073467.3000000003,226.84
Singapur,2009,987.1899999999998,2158220.76,226.39999999999992
Hong Kong,2015,908.91,2410744.11,225.5
Costa Rica,2016,1246.9299999999998,3788834.5799999996,224.17000000000002
Hong Kong,2007,667.62,1374776.46,220.65
Líbano,2011,1438.6999999999998,2662084.85,218.39
Portugal,2010,1006.6300000000001,1933297.71,215.95000000000002
Eslovenia,2013,622.4300000000001,1182821.38,215.03
Jordania,2011,1283.45,2389708.3899999997,211.85999999999999
Arabia Saudita,2017,899.61,2636980.99,211.54000000000002
República Checa,2014,866.4699999999999,1736269.78,209.79
Arabia Saudita,2013,751.49,1411156.07,209.51
Estonia,2010,1138.75,2179151.32,207.78
Grecia,2011,1209.31,2259630.2100000004,206.18000000000004
Letonia,2013,928.3000000000001,1711953.7099999997,206.07999999999998
Hong Kong,2014,818.5600000000001,1657360.06,205.03
Costa Rica,2017,1002.5900000000001,2958452.0900000003,204.39999999999998
Hong Kong,2012,1057.97,1896453.2300000002,202.51999999999998
Suiza,2016,746.1999999999999,2203799.4299999997,198.07999999999998
Austria,2008,663.5299999999999,1309177.55,195.4
Panamá,2016,1894.17,5784740.97,194.75000000000009
Islandia,2009,670.01,1490873.8599999996,193.23000000000002
Letonia,2014,730.8299999999999,1411143.9,192.58999999999997
Islandia,2007,535.5,1115955.12,190.68
Egipto,2013,636.3100000000001,1189235.03,186.75
Egipto,2009,651.8399999999999,1317505.23,185.99
Malasia,2008,2121.13,4217015.930000001,185.61999999999998
Jamaica,2017,643.08,1883665.1099999996,185.28
Malasia,2010,1373.09,2628857.35,184.87000000000003
Costa Rica,2018,1170.2099999999998,3411588.8899999997,182.16000000000003
Islandia,2017,636.26,1896040.5900000003,181.63
Lituania,2008,648.88,1207933.7000000002,179.51999999999998
Hong Kong,2018,662.26,1926275.59,178.03999999999996
República Checa,2012,857.77,1541053.65,171.51
Islandia,2006,423.58000000000004,1008954.52,170.17000000000002
Arabia Saudita,2014,696.4399999999999,1380712.62,168.96
Singapur,2007,903.25,1867536.3899999997,168.53
Venezuela,2014,2094.1600000000003,4143776.83,167.53000000000003
Arabia Saudita,2011,1102.4,2067646.8699999999,165.51
Letonia,2010,893.5000000000001,1693223.9,162.63
Costa Rica,2012,946.2200000000003,1700022.1300000001,162.03
Jamaica,2016,491.01,1482792.5699999998,157.85000000000002
Singapur,2010,1194.89,2285388.57,157.74
Estonia,2015,721.2699999999998,2093821.63,157.03
China,2010,1000.5699999999999,1928453.79,155.48
Vietnam,2013,645.22,1206216.1,153.94
Vietnam,2018,464.14,1362274.4700000002,153.85000000000002
Croacia,2008,456.12999999999994,864299.47,153.41
Emiratos Árabes Unidos,2014,693.16,1390850.1199999999,153.16
Venezuela,2012,2432.379999999999,4365169.64,152.56
Singapur,2006,639.28,1495026.15,150.5
Venezuela,2015,1611.8200000000004,4317077.0600000005,150.07
Jamaica,2018,448.31,1297332.02,146.84
Croacia,2011,814.8499999999999,1497565.08,137.47
Islandia,2015,543.76,1418272.7600000002,135.71
Egipto,2012,681.07,1214880.09,135.27
Islandia,2016,459.2699999999999,1410266.7999999998,134.51000000000002
Egipto,2014,590.24,1139937.1,131.39000000000001
Malasia,2007,1534.13,3137022.0499999993,130.82999999999998
China,2009,515.8499999999999,1080850.64,124.41999999999999
Puerto Rico,2010,1216.22,2315983.7499999995,122.9
Panamá,2009,755.6699999999998,1666012.72,122.31
Puerto Rico,2008,1317.6500000000003,2565409.7,121.76
Sudáfrica,2011,718.72,1317312.1400000001,121.53
Guatemala,2011,258.32,468738.84,121.52000000000001
Costa Rica,2015,1082.8099999999997,2959246.650000001,120.65999999999998
Singapur,2011,2240.99,4119226.63,119.48
Emiratos Árabes Unidos,2006,456.63,1061298.2000000002,119.06
Venezuela,2013,1622.77,3050321.5700000003,117.60999999999999
Turquía,2007,323.07,640634.18,116.09
Panamá,2014,1694.12,3487764.6699999985,115.99
Puerto Rico,2009,1389.7499999999998,3026646.159999999,115.71999999999998
Islandia,2012,531.04,961315.8699999999,114.73
Arabia Saudita,2012,529.38,951834.8899999999,114.06000000000002
Panamá,2012,1367.3700000000001,2467157.15,111.52000000000001
Emiratos Árabes Unidos,2007,370.18999999999994,778222.2600000001,111.27
Venezuela,2016,870.32,2583664.89,111.05
Panamá,2015,1465.83,3980350.3199999994,110.33000000000003
Turquía,2012,494.43,893208.8999999999,109.35
República Checa,2011,673.7699999999999,1260476.7900000003,108.64999999999999
Letonia,2018,452.16,1341945.21,108.10000000000001
Antillas Holandesas,2011,1454.9199999999998,2681464.3000000003,106.93999999999998
República Checa,2009,311.87,704475.63,106.19999999999999
Colombia,2007,634.9400000000002,1310215.7200000004,105.77
Letonia,2017,497.60999999999996,1486852.7000000002,103.25999999999999
Antillas Holandesas,2009,1102.71,2397957.32,103.23
India,2017,399.3299999999999,1188373.3399999999,102.98000000000002
Antillas Holandesas,2012,1495.3799999999999,2695934.1499999994,102.95999999999997
ZFP Bogotá,2011,977.6499999999996,1806903.8700000013,101.23000000000005
Guatemala,2017,903.2500000000002,2675469.460000001,100.14999999999999
Puerto Rico,2007,954.3500000000001,1985077.64,97.87
Colombia,2008,593.9300000000001,1139332.0999999999,97.36
Vietnam,2014,361.46,701347.31,96.99000000000001
Rumania,2009,323.61,695876.53,96.86
Turquía,2008,323.61,654357.66,96.51
Egipto,2006,242.37000000000003,559447.56,96.27999999999999
Indonesia,2006,228.05999999999997,529102.11,96.16
Irlanda,2009,316.81000000000006,697401.2700000001,96.13000000000001
Islandia,2011,585.24,1072420.47,96.12
Curazao,2016,1063.9399999999996,3249429.1400000006,95.68999999999997
Curazao,2015,1183.4299999999998,3251301.5799999996,94.62999999999998
Suiza,2011,2069.92,3665429.0399999996,94.55
Aruba,2016,971.82,2950699.9899999998,93.93
Arabia Saudita,2008,331.42,623172.99,92.95
Curazao,2017,969.98,2868429.4200000004,91.81999999999998
El Salvador,2015,1704.11,4568617.1899999995,90.22999999999999
Antillas Holandesas,2014,1132.96,2253937.07,90.09999999999998
Arabia Saudita,2006,235.20000000000002,569129.35,90.08
El Salvador,2016,1791.340000000001,5373185.700000001,89.42
Guatemala,2018,866.5600000000001,2534907.26,89.35000000000001
Antillas Holandesas,2013,1098.2000000000003,2065081.5699999996,88.07000000000001
Panamá,2013,1183.9599999999998,2214632.1699999995,87.79
Suiza,2009,314.61999999999995,637378.59,86.55000000000001
Brasil,2018,492.81,1453759.0000000005,86.0
El Salvador,2017,1462.8899999999999,4326012.529999998,84.85000000000002
Antillas Holandesas,2010,1065.1499999999999,2005772.0200000005,84.0
ZFP Bogotá,2006,450.71000000000004,1053636.9199999997,83.78
Puerto Rico,2006,802.6800000000001,1876806.6299999997,83.7
Bolivia,2017,1182.2099999999994,3492202.240000001,83.21
El Salvador,2011,608.8200000000002,1101667.9699999997,81.80999999999997
Guatemala,2010,276.78000000000003,520327.55000000005,81.74000000000001
Emiratos Árabes Unidos,2016,356.19,1105691.71,81.58
Guatemala,2012,355.23999999999995,637654.38,81.09
Suiza,2013,332.77,620172.3099999999,80.79
Aruba,2018,784.2299999999999,2291279.94,80.5
Costa Rica,2014,788.7899999999998,1572740.9,80.41000000000001
Suiza,2010,508.39000000000004,944462.39,80.39
ZFP Bogotá,2010,613.9199999999998,1168037.7,79.80000000000003
Islandia,2013,341.23,627461.6,79.62
Aruba,2017,774.26,2276445.87,78.81
Egipto,2011,538.93,987196.16,78.4
El Salvador,2014,1378.96,2790453.8799999994,78.1
Kuwait,2015,366.53999999999996,1010022.2,78.09
Macao,2012,360.36,643247.1,77.7
Egipto,2008,262.61,522250.7,77.63999999999999
Islandia,2010,347.74,651915.68,77.6
Macao,2017,265.8,787484.0800000001,77.58
Macao,2018,241.03,701028.03,77.53999999999999
Islandia,2018,240.87,710189.35,77.45
Albania,2008,250.70999999999998,494927.55000000005,77.27000000000001
Estonia,2012,310.96,558630.2,76.97
Antillas Holandesas,2006,635.18,1493027.97,76.44000000000001
Curazao,2018,804.2799999999999,2321839.0599999996,76.36
El Salvador,2018,1114.5200000000002,3288984.62,74.36000000000001
Guatemala,2016,586.86,1794522.06,73.7
Trinidad y Tobago,2007,886.2299999999999,1825096.5000000002,73.61
Brasil,2017,389.5400000000001,1152087.0200000003,72.86
Arabia Saudita,2009,281.40000000000003,589711.72,72.47
Puerto Rico,2011,673.38,1257869.29,70.74999999999999
Estonia,2014,390.51,840078.71,70.02000000000001
Irán- República Islámica de,2017,249.3,727081.94,65.75999999999999
Aruba,2012,993.1500000000001,1789453.35,65.74999999999999
Suiza,2015,251.31,713655.23,65.27000000000001
República Checa,2010,335.53000000000003,625800.2300000001,65.02000000000001
Antillas Holandesas,2007,580.7400000000001,1203138.0,64.92000000000002
Bolivia,2015,988.4799999999999,2708151.1899999995,63.52999999999999
Trinidad y Tobago,2017,704.6499999999999,2080663.81,63.190000000000005
Costa Rica,2013,682.24,1277700.77,63.09
Trinidad y Tobago,2018,678.4499999999999,1959687.7200000002,62.65999999999999
Trinidad y Tobago,2012,768.2699999999999,1387649.6899999997,62.20000000000001
Indonesia,2011,749.26,1391280.1800000002,61.870000000000005
Antillas Holandesas,2008,640.3399999999999,1262132.27,61.86999999999999
Ucrania,2014,418.98999999999995,856231.6399999999,61.57000000000001
El Salvador,2010,507.59000000000003,969788.96,61.440000000000005
Guatemala,2014,652.5899999999999,1279953.1100000003,61.39
Trinidad y Tobago,2015,893.8499999999999,2504811.920000001,61.32000000000001
Liberia,2013,263.11,467307.95,61.2
Bolivia,2016,708.14,2144005.3099999996,61.07
Letonia,2012,656.19,1173446.8199999998,61.01
Libia,2013,202.39,384771.13,59.92
Puerto Rico,2012,601.67,1081985.9100000001,59.83
Trinidad y Tobago,2016,739.0700000000002,2240554.09,59.71999999999999
Aruba,2015,778.6700000000002,2166677.9499999997,59.31999999999999
Egipto,2010,277.9,531129.6799999999,59.150000000000006
Argelia,2015,193.72,518264.95999999996,59.09
Aruba,2013,883.1600000000001,1673380.2399999998,58.81999999999999
El Salvador,2012,822.48,1477390.9699999997,58.56
Egipto,2007,166.34,341855.27,58.45
Bolivia,2018,826.4100000000001,2418271.81,58.39999999999999
Trinidad y Tobago,2011,504.32,945881.7,58.11999999999999
Jamaica,2006,139.98,333190.56,57.83
Jamaica,2015,195.82,548027.38,57.68
Georgia,2017,205.23,598524.35,57.64
Reunión,2016,185.79,554341.52,57.63000000000001
Rumania,2010,257.15999999999997,494700.14,57.510000000000005
Aruba,2014,758.1499999999997,1530384.4100000001,56.41999999999999
Panamá,2008,524.14,1006617.4000000001,56.14
Trinidad y Tobago,2008,694.91,1270088.2700000003,55.730000000000004
Puerto Rico,2014,630.4000000000001,1278310.55,54.17999999999999
Guatemala,2015,472.4,1223288.6900000002,54.14
Estonia,2011,406.2,775056.6100000001,53.800000000000004
Oman,2015,195.76,533454.1399999999,53.8
Bolivia,2010,931.9300000000002,1774691.89,52.830000000000005
ZFP Bogotá,2009,334.89000000000004,668595.7399999999,52.019999999999996
Costa Rica,2009,309.62,715799.1799999999,51.81
Venezuela,2017,439.55000000000007,1312690.1700000002,50.91
Aruba,2009,569.3100000000002,1185549.4900000002,50.39999999999999
Vietnam,2016,137.03,407221.9,50.39
Trinidad y Tobago,2014,766.65,1529829.9999999995,50.17999999999999
Uruguay,2018,547.18,1584316.76,50.13
Panamá,2007,436.32000000000005,909202.3300000002,50.01999999999999
Venezuela,2018,453.11,1333610.26,48.900000000000006
Uruguay,2017,652.0699999999999,1926973.1999999997,48.07
Paraguay,2017,842.81,2491957.45,47.870000000000005
Trinidad y Tobago,2013,659.8000000000002,1241304.62,47.57
Aruba,2010,668.9099999999999,1259994.37,47.27000000000001
Bolivia,2014,763.3800000000001,1537770.7099999997,47.2
Costa Rica,2008,366.84999999999997,746833.7,46.510000000000005
Aruba,2011,630.8900000000001,1174840.49,45.82
Bolivia,2013,786.6100000000001,1468254.1500000001,45.72
Puerto Rico,2018,459.25,1356667.46,45.580000000000005
Paraguay,2011,470.83,851536.51,45.27
Trinidad y Tobago,2006,467.69999999999993,1105128.76,45.06
Guatemala,2008,224.00000000000003,461399.6699999999,44.91
Colombia,2018,586.6100000000001,1703283.8800000006,44.1
ZFP Cucuta,2007,378.69000000000005,781068.75,44.02
El Salvador,2013,859.2600000000001,1611359.9699999997,43.93999999999999
Puerto Rico,2016,393.7,1202365.74,42.10000000000001
Bolivia,2008,606.37,1192354.6400000001,41.949999999999996
Reunión,2017,140.07999999999998,407838.91000000003,41.93
Hungría,2006,87.34,197835.03,41.7
Trinidad y Tobago,2009,521.4300000000001,1145824.9600000002,41.52
Aruba,2006,376.81,898044.97,40.920000000000016
Colombia,2009,230.21999999999997,530825.0900000001,40.24
Indonesia,2010,186.27999999999997,363885.03,40.019999999999996
Croacia,2013,133.47,248742.66999999998,39.93
Suiza,2014,107.27000000000001,213920.43,39.769999999999996
Guatemala,2009,237.93,559312.29,39.61
Macao,2015,153.69,404658.35,39.39
Indonesia,2018,120.32,361949.56000000006,39.279999999999994
Macao,2014,143.89,311195.49,39.26
Albania,2015,144.94,396696.98,39.22
Libia,2018,130.15,383659.02,39.2
Georgia,2010,171.74,329146.93,39.2
Uruguay,2011,200.6,377057.24000000005,39.169999999999995
Argelia,2017,143.72,423578.65,39.16
Georgia,2016,145.86,435304.12,39.120000000000005
Emiratos Árabes Unidos,2012,243.62,438308.64,38.65
Puerto Rico,2015,427.35999999999996,1148041.26,38.63999999999999
Polinesia Francesa,2013,130.73,243601.59,38.56999999999999
Albania,2017,132.53,389253.16000000003,38.54
Indonesia,2008,122.7,220305.35,38.510000000000005
Albania,2012,170.92000000000002,313170.43,38.510000000000005
Indonesia,2016,129.98000000000002,378821.0,38.510000000000005
Georgia,2015,138.95,374114.56,38.489999999999995
Turquía,2009,139.12,296034.98,38.489999999999995
Islandia,2008,123.28999999999999,222430.82,38.480000000000004
Madagascar,2007,106.16,213500.28,38.480000000000004
Albania,2013,124.0,237557.3,38.46
Jamaica,2014,137.63,299769.87,38.45
Georgia,2012,187.59,333136.19,38.41
Argelia,2016,120.51,376760.6,38.4
Chipre,2017,184.18,545472.06,38.370000000000005
Islandia,2014,160.58,304650.31,38.18
Brasil,2014,278.90999999999997,593190.92,38.099999999999994
Surinam,2012,339.28,604786.9099999999,37.7
Vietnam,2015,115.02000000000001,300125.11,37.49
Georgia,2014,179.18,357297.44,37.46
Puerto Rico,2017,373.71000000000004,1099818.5500000003,37.43
Turquía,2011,253.88,485831.93,37.41
Trinidad y Tobago,2010,479.1600000000001,908958.4,36.83
ZFP Centro Logístico del Pacífico CELPA,2012,398.80999999999995,706910.3799999999,36.8
Macao,2013,132.32999999999998,241237.95,36.75
Uruguay,2016,451.93,1379282.1099999999,36.59
Paraguay,2018,604.75,1775657.5600000003,36.43999999999999
Bolivia,2007,430.3299999999999,873294.1,36.32000000000001
Emiratos Árabes Unidos,2011,221.59,410775.83,36.25000000000001
Bolivia,2012,703.6299999999998,1269309.08,36.14999999999999
Puerto Rico,2013,508.2,943456.1099999998,35.87
Emiratos Árabes Unidos,2013,142.64,266675.56,35.44
Barbados,2011,154.6,282640.98999999993,35.349999999999994
Macao,2007,95.38,195726.67,35.0
Macao,2011,209.26999999999998,383357.47,34.980000000000004
Honduras,2018,239.41,691874.88,34.769999999999996
Indonesia,2013,286.57,512297.98,34.6
Paraguay,2015,744.4000000000001,2046646.7000000002,34.21
Uruguay,2012,360.82,647592.73,34.160000000000004
Colombia,2017,463.62,1370688.1699999995,34.120000000000005
Guatemala,2013,285.3,530930.13,33.99
Uruguay,2015,575.09,1519934.48,33.38999999999999
India,2016,197.70999999999998,607881.51,33.08
Bolivia,2011,371.75000000000006,695939.48,31.559999999999995
India,2018,104.18,303742.48,31.2
Paraguay,2016,523.88,1579878.4899999998,30.79
Indonesia,2012,462.86,827278.72,30.78
Uruguay,2013,488.8200000000001,922403.68,30.47
Paraguay,2012,314.90999999999997,562750.83,29.610000000000003
Surinam,2009,372.38000000000005,843005.76,29.430000000000003
República Dominicana,2011,178.19,333544.11,28.92
Aruba,2007,293.46999999999997,597765.02,28.89
República Dominicana,2010,230.60999999999999,440255.68,28.470000000000002
Gibraltar,2007,76.35,162578.47999999998,28.0
Barbados,2012,186.00000000000003,334811.29,27.169999999999995
Emiratos Árabes Unidos,2009,104.21000000000001,254854.07,26.68
Colombia,2016,327.97999999999996,989642.62,26.470000000000002
Aruba,2008,289.03999999999996,598325.5100000001,26.110000000000003
Surinam,2018,323.6,945338.65,25.480000000000004
Surinam,2011,289.58,533603.5899999999,25.389999999999997
República Dominicana,2012,192.98,345690.68,25.06
Uruguay,2014,382.55,739457.8,24.05
Nicaragua,2018,219.85,650237.02,22.93
Surinam,2008,282.15,575362.33,22.66
Turquía,2006,139.63,329215.64,22.53
Honduras,2016,197.82,601099.7100000001,22.189999999999998
ZFP Bogotá,2012,221.43,400087.54,21.89
Honduras,2017,164.62,486508.17999999993,21.58
Surinam,2007,245.01999999999998,506214.63,21.560000000000002
Bonaire- San Eustatios y Saba,2016,79.34,252361.64,21.55
Serbia,2016,72.36,224326.95,20.87
Bulgaria,2018,76.3,226891.09,20.790000000000003
Fiji,2009,70.78,161889.52,20.61
Suiza,2012,97.58,172218.78,20.27
República Dominicana,2018,243.41,705312.23,20.240000000000002
Libia,2009,79.79,159620.13,19.98
Ucrania,2013,64.48,122129.44,19.98
Croacia,2018,57.94,174646.62,19.97
Argelia,2013,68.81,130390.56,19.94
Albania,2007,47.88,94897.69,19.93
Georgia,2009,85.04,172602.77,19.93
Macao,2016,81.87,237283.13999999998,19.93
Croacia,2012,83.42,152705.71,19.92
Montserrat,2009,58.09,129396.53,19.91
Libia,2012,89.5,160288.13,19.9
Croacia,2017,68.17,198097.98,19.86
Georgia,2011,96.76,172988.48,19.79
Irán- República Islámica de,2006,48.81,114618.58,19.59
Turquía,2010,89.64,170291.15000000002,19.46
Honduras,2015,173.72,461127.08999999997,19.419999999999998
Indonesia,2015,78.86,192564.34,19.28
Indonesia,2017,64.65,193586.24,19.28
Túnez,2006,48.57,109472.56,19.28
Armenia,2015,67.99,162272.76,19.27
Armenia,2016,57.81,191593.76,19.27
Libia,2014,58.76,120216.75,19.27
Libia,2017,63.42,190562.19,19.27
Croacia,2010,93.48,169676.81,19.27
Jamaica,2013,47.99,92535.5,19.26
Argelia,2012,93.4,170725.92,19.26
Irán- República Islámica de,2016,70.76,207607.27,19.25
Irán- República Islámica de,2018,62.62,177580.32,19.25
Vietnam,2006,51.41,120229.36,19.25
Polinesia Francesa,2015,58.12,177118.56,19.25
Macao,2008,64.73,112569.48,19.25
Georgia,2013,56.78,107261.76,19.25
Polinesia Francesa,2008,58.19,106094.53,19.25
Indonesia,2014,85.25,157931.52,19.24
Reunión,2009,69.84,140293.99,19.23
Polinesia Francesa,2018,65.96,190998.5,19.23
Túnez,2007,46.24,92572.09,19.23
Argelia,2018,59.87,168015.3,19.22
Irán- República Islámica de,2015,54.96,180666.61,19.22
Yugoslavia,2008,59.19,101214.97,19.22
Polinesia Francesa,2006,55.92,140836.6,19.22
Armenia,2014,55.99,114361.6,19.2
Albania,2016,62.66,186280.08,19.2
Albania,2014,88.79,175434.54,19.2
Argelia,2007,45.42,88947.73,19.2
Polinesia Francesa,2007,59.09,131368.26,19.18
Centroafricana- Republica,2008,66.0,115402.78,19.16
ZFP Parque Industrial Dexton,2009,64.2,142979.28,19.16
Georgia,2018,61.18,174487.75,19.14
República Dominicana,2013,263.11,490453.62000000005,18.979999999999997
Lituania,2018,62.79,175290.36,18.95
Bolivia,2009,254.76999999999995,527766.68,18.550000000000004
Paraguay,2013,364.46,681585.13,18.330000000000002
Qatar,2018,176.46,513139.54000000004,18.21
Oman,2016,58.57,195727.8,18.02
Emiratos Árabes Unidos,2010,90.69,172959.45,18.0
Arabia Saudita,2010,87.86,169730.29,17.95
Bahrein,2008,67.31,157936.6,17.95
Feroe- Islas,2009,70.83,160968.81,17.89
Corea- República Democrática,2008,75.51,138569.22,17.85
Feroe- Islas,2012,78.71,140119.31,17.54
Georgia,2006,46.08,109536.25,17.53
Vietnam,2009,64.51,128505.03,17.52
Surinam,2006,200.95000000000002,481105.32999999996,17.3
Lituania,2011,365.86,684483.51,16.990000000000002
Surinam,2010,199.66,375151.84,16.89
Paraguay,2014,374.57,752740.98,16.84
Filipinas,2018,50.61,150507.87,16.599999999999998
Surinam,2014,276.45,532398.2699999999,16.14
Surinam,2013,274.7499999999999,514230.8400000001,16.05
Uruguay,2008,116.08,226162.97999999998,15.879999999999999
Guyana,2013,175.60000000000002,329167.34,15.52
Lituania,2017,99.53999999999999,295378.12,15.18
Barbados,2013,226.20999999999998,416872.17,15.169999999999998
Colombia,2015,209.79000000000005,582624.2800000001,14.839999999999996
ZFP Bogotá,2014,305.90999999999997,618095.2199999999,14.61999999999999
Panamá,2006,123.42999999999998,289385.28,14.14
Uruguay,2007,132.7,264387.59,14.089999999999998
Gibraltar,2006,33.38,81795.12,14.0
Gibraltar,2008,45.01,76378.85,14.0
Gibraltar,2009,49.05,114557.65,14.0
Belice,2012,70.10000000000001,126146.72,13.8
Brasil,2016,130.67,397736.66,13.77
Paraguay,2010,184.16,348643.9600000001,13.509999999999998
Surinam,2016,176.19,527290.6399999999,13.43
Belice,2011,37.19,67591.63,13.15
República Dominicana,2008,141.62,263592.41000000003,12.99
Barbados,2010,148.67000000000002,283061.79,12.989999999999998
Guyana,2015,203.0,543984.62,12.900000000000002
